Welcome to the profile statistics browser.
profile.txt% profile.txt% Tue Sep 29 15:08:21 2020    profile.txt

         4711831 function calls (4499771 primitive calls) in 36.976 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      287    0.002    0.000    0.099    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/lowering.py:1305(alloca_lltype)
   117/81    0.001    0.000    0.099    0.001 <frozen importlib._bootstrap_external>:1107(exec_module)
        1    0.000    0.000    0.098    0.098 /usr/local/lib64/python3.8/site-packages/torch/functional.py:1(<module>)
   117/81    0.033    0.000    0.098    0.001 {built-in method _imp.exec_dynamic}
     14/6    0.000    0.000    0.097    0.016 /usr/local/lib64/python3.8/site-packages/numba/core/imputils.py:329(wrapper)
  171/139    0.002    0.000    0.097    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:539(get_function)
     1030    0.008    0.000    0.096    0.000 <frozen importlib._bootstrap_external>:578(_compile_bytecode)
      134    0.001    0.000    0.096    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:466(apply)
      145    0.001    0.000    0.096    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/typing/templates.py:266(_select)
3858/3796    0.010    0.000    0.096    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/manager.py:22(lookup)
        1    0.000    0.000    0.096    0.096 /usr/local/lib64/python3.8/site-packages/torch/nn/__init__.py:1(<module>)
     1388    0.007    0.000    0.096    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:695(getter)
      145    0.013    0.000    0.096    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/typing/context.py:578(resolve_overload)
        5    0.002    0.000    0.096    0.019 /usr/local/lib64/python3.8/site-packages/numba/core/inline_closurecall.py:69(run)
       11    0.001    0.000    0.096    0.009 /usr/local/lib64/python3.8/site-packages/numba/core/runtime/nrtopt.py:25(_remove_redundant_nrt_refct)
        5    0.000    0.000    0.095    0.019 /usr/local/lib64/python3.8/site-packages/numba/core/typed_passes.py:414(run_pass)
        5    0.000    0.000    0.095    0.019 /usr/local/lib64/python3.8/site-packages/numba/core/typed_passes.py:167(run_pass)
        1    0.000    0.000    0.094    0.094 /usr/local/lib64/python3.8/site-packages/numpy/core/__init__.py:1(<module>)
    79942    0.094    0.000    0.094    0.000 {method 'append' of 'list' objects}
16696/16639    0.036    0.000    0.091    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/_utils.py:54(get_reference)
 1295/171    0.028    0.000    0.090    0.001 /usr/lib64/python3.8/sre_compile.py:71(_compile)
        1    0.000    0.000    0.090    0.090 /usr/local/lib64/python3.8/site-packages/pandas/core/series.py:1(<module>)
        1    0.000    0.000    0.089    0.089 /usr/local/lib64/python3.8/site-packages/torch/nn/modules/__init__.py:1(<module>)
28414/28364    0.045    0.000    0.089    0.000 {method 'join' of 'str' objects}
        5    0.000    0.000    0.088    0.018 /usr/local/lib64/python3.8/site-packages/numba/core/ir_utils.py:2091(check_and_legalize_ir)
     2904    0.088    0.000    0.088    0.000 {method 'pow' of 'torch._C._TensorBase' objects}
        9    0.000    0.000    0.088    0.010 /usr/local/lib64/python3.8/site-packages/numba/core/typeconv/typeconv.py:106(safe_unsafe)
     1559    0.008    0.000    0.088    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/datamodel/models.py:615(get)
       42    0.001    0.000    0.087    0.002 /usr/local/lib64/python3.8/site-packages/numba/core/typing/context.py:686(load_additional_registries)
       26    0.007    0.000    0.086    0.003 /usr/local/lib64/python3.8/site-packages/numba/core/ssa.py:154(_run_block_rewrite)
    19427    0.057    0.000    0.086    0.000 /usr/local/lib64/python3.8/site-packages/torch/_VF.py:13(__getattr__)
        5    0.000    0.000    0.086    0.017 /usr/local/lib64/python3.8/site-packages/numba/core/untyped_passes.py:225(run_pass)
2144/2087    0.010    0.000    0.086    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/abstract.py:60(__call__)
     1030    0.084    0.000    0.084    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.084    0.084 /usr/local/lib64/python3.8/site-packages/numba/typed/__init__.py:1(<module>)
        6    0.000    0.000    0.084    0.014 /usr/local/lib64/python3.8/site-packages/numba/core/codegen.py:513(_finalize_specific)
     4135    0.018    0.000    0.084    0.000 /usr/lib64/python3.8/weakref.py:382(__getitem__)
       13    0.000    0.000    0.084    0.006 /usr/local/lib64/python3.8/site-packages/numba/core/ssa.py:68(_fix_ssa_vars)
    19188    0.045    0.000    0.083    0.000 /usr/lib64/python3.8/abc.py:96(__instancecheck__)
        4    0.000    0.000    0.083    0.021 /usr/local/lib64/python3.8/site-packages/numba/core/lowering.py:246(create_cfunc_wrapper)
        4    0.000    0.000    0.083    0.021 /usr/local/lib64/python3.8/site-packages/numba/core/cpu.py:164(create_cfunc_wrapper)
        3    0.000    0.000    0.083    0.028 /usr/local/lib64/python3.8/site-packages/pandas/io/parsers.py:2143(read)
        3    0.079    0.026    0.082    0.027 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
     10/9    0.000    0.000    0.082    0.009 <frozen importlib._bootstrap>:613(_load_backward_compatible)
        6    0.000    0.000    0.081    0.014 /usr/lib/python3.8/site-packages/pkg_resources/extern/__init__.py:35(load_module)
     1503    0.013    0.000    0.081    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/builder.py:748(store)
     1154    0.018    0.000    0.081    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
        6    0.000    0.000    0.081    0.013 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/passmanagers.py:93(run)
     2260    0.010    0.000    0.081    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/instructions.py:623(__init__)
      190    0.001    0.000    0.080    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:171(generic)
        1    0.000    0.000    0.079    0.079 /usr/local/lib64/python3.8/site-packages/pandas/core/arrays/__init__.py:1(<module>)
      241    0.001    0.000    0.079    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/runtime/context.py:214(incref)
    21712    0.034    0.000    0.079    0.000 {method 'get' of 'dict' objects}
      842    0.023    0.000    0.078    0.000 /home/alkis/Code/pytorch_kge/graph5.py:75(children)
     2865    0.013    0.000    0.078    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ssa.py:177(_run_ssa_block_pass)
      420    0.002    0.000    0.078    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:46(find)
      268    0.002    0.000    0.076    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:2026(_by_version)
  735/634    0.002    0.000    0.076    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/ir_utils.py:1443(guard)
       24    0.000    0.000    0.075    0.003 /usr/local/lib64/python3.8/site-packages/numba/core/codegen.py:575(wrapper)
    14518    0.057    0.000    0.075    0.000 /usr/local/lib64/python3.8/site-packages/torch/tensor.py:725(grad)
        6    0.000    0.000    0.075    0.012 /usr/local/lib64/python3.8/site-packages/llvmlite/binding/executionengine.py:87(finalize_object)
      190    0.003    0.000    0.074    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/npydecl.py:96(generic)
  455/322    0.005    0.000    0.074    0.000 /usr/lib64/python3.8/typing.py:347(__getitem__)
     4806    0.074    0.000    0.074    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.073    0.009 /usr/local/lib64/python3.8/site-packages/numba/core/typing/builtins.py:462(generic)
        1    0.000    0.000    0.072    0.072 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:26(<module>)
        5    0.000    0.000    0.071    0.014 /usr/local/lib64/python3.8/site-packages/numba/core/typed_passes.py:729(run_pass)
       26    0.000    0.000    0.071    0.003 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:2779(__init__)
     8357    0.040    0.000    0.071    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/_utils.py:24(deduplicate)
        1    0.000    0.000    0.071    0.071 /usr/local/lib64/python3.8/site-packages/torch/hub.py:1(<module>)
      194    0.001    0.000    0.071    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:2982(_reload_version)
     1352    0.012    0.000    0.071    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/context.py:528(_rate_arguments)
      268    0.002    0.000    0.070    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:2032(<listcomp>)
      420    0.011    0.000    0.070    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/context.py:414(install_registry)
        1    0.000    0.000    0.070    0.070 /usr/local/lib64/python3.8/site-packages/pandas/_libs/__init__.py:2(<module>)
     1602    0.070    0.000    0.070    0.000 /home/alkis/Code/pytorch_kge/graph5.py:225(__getitem__)
     1236    0.005    0.000    0.069    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:2765(_get_metadata)
      807    0.021    0.000    0.069    0.000 /home/alkis/Code/pytorch_kge/graph5.py:83(parents)
      194    0.001    0.000    0.069    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:2770(_get_version)
       48    0.000    0.000    0.069    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/decorators.py:188(wrapper)
      145    0.001    0.000    0.069    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:53(_find)
      996    0.004    0.000    0.069    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/version.py:24(parse)
     1655    0.009    0.000    0.068    0.000 <__array_function__ internals>:2(lexsort)
      194    0.002    0.000    0.068    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:2548(_version_from_file)
       48    0.001    0.000    0.068    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:691(__init__)
       42    0.000    0.000    0.067    0.002 /usr/local/lib64/python3.8/site-packages/numba/core/decorators.py:245(njit)
     2064    0.019    0.000    0.067    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
    10245    0.041    0.000    0.067    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
       43    0.001    0.000    0.067    0.002 /usr/local/lib64/python3.8/site-packages/numba/core/decorators.py:26(jit)
      8/5    0.000    0.000    0.067    0.013 /usr/local/lib64/python3.8/site-packages/numba/core/imputils.py:358(call_iternext)
15947/15135    0.044    0.000    0.067    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/types/abstract.py:121(__eq__)
        1    0.000    0.000    0.066    0.066 /usr/local/lib64/python3.8/site-packages/pandas/_libs/tslibs/__init__.py:2(<module>)
        2    0.000    0.000    0.066    0.033 /usr/local/lib64/python3.8/site-packages/numba/cpython/iterators.py:89(iternext_zip)
     4806    0.033    0.000    0.066    0.000 /usr/local/lib64/python3.8/site-packages/numpy/core/numeric.py:1308(normalize_axis_tuple)
     1663    0.008    0.000    0.066    0.000 <__array_function__ internals>:2(diff)
34004/29564    0.047    0.000    0.065    0.000 {built-in method builtins.hash}
      441    0.023    0.000    0.065    0.000 /usr/lib64/python3.8/textwrap.py:414(dedent)
      148    0.011    0.000    0.065    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/analysis.py:235(compute_cfg_from_blocks)
       39    0.002    0.000    0.065    0.002 /usr/local/lib64/python3.8/site-packages/numba/core/runtime/nrtopt.py:47(_process_function)
      665    0.012    0.000    0.065    0.000 /usr/lib64/python3.8/typing.py:659(__init__)
      145    0.002    0.000    0.065    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:60(_select_compatible)
        5    0.000    0.000    0.065    0.013 /usr/local/lib64/python3.8/site-packages/numba/core/untyped_passes.py:246(run_pass)
        5    0.000    0.000    0.065    0.013 /usr/local/lib64/python3.8/site-packages/numba/core/transforms.py:317(with_lifting)
       55    0.001    0.000    0.063    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/postproc.py:45(livemap)
     1431    0.009    0.000    0.063    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:107(_match_arglist)
       55    0.001    0.000    0.062    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/analysis.py:60(compute_live_map)
        1    0.000    0.000    0.062    0.062 /usr/local/lib64/python3.8/site-packages/numba/typed/typeddict.py:1(<module>)
      110    0.001    0.000    0.062    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/analysis.py:71(fix_point)
     1452    0.016    0.000    0.061    0.000 /usr/local/lib64/python3.8/site-packages/torch/autograd/__init__.py:25(_make_grads)
    49480    0.061    0.000    0.061    0.000 {method 'startswith' of 'str' objects}
     1299    0.009    0.000    0.060    0.000 /usr/local/lib64/python3.8/site-packages/llvmlite/ir/builder.py:735(load)
    38446    0.047    0.000    0.060    0.000 {method 'extend' of 'list' objects}
       32    0.000    0.000    0.060    0.002 /usr/local/lib64/python3.8/site-packages/numba/np/arrayobj.py:70(_make_refs)
        1    0.000    0.000    0.058    0.058 /usr/lib64/python3.8/site-packages/yaml/__init__.py:2(<module>)
       56    0.000    0.000    0.058    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/inline_closurecall.py:1301(match)
     1460    0.025    0.000    0.058    0.000 /usr/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/version.py:198(__init__)
       56    0.005    0.000    0.057    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/inline_closurecall.py:1314(_inline_const_arraycall)
        1    0.000    0.000    0.057    0.057 /usr/local/lib64/python3.8/site-packages/numba/__init__.py:121(_ensure_critical_deps)
     3213    0.057    0.000    0.057    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        5    0.000    0.000    0.056    0.011 /usr/local/lib64/python3.8/site-packages/numba/core/untyped_passes.py:118(run_pass)
        1    0.000    0.000    0.056    0.056 /usr/lib64/python3.8/urllib/request.py:1(<module>)
        1    0.005    0.005    0.056    0.056 /usr/local/lib64/python3.8/site-packages/scipy/__init__.py:1(<module>)
       55    0.011    0.000    0.056    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/analysis.py:118(compute_dead_maps)
        1    0.000    0.000    0.055    0.055 /usr/local/lib64/python3.8/site-packages/numba/core/callconv.py:1(<module>)
        1    0.000    0.000    0.055    0.055 /usr/local/lib64/python3.8/site-packages/pandas/io/api.py:1(<module>)
      607    0.005    0.000    0.055    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/extending.py:118(decorate)
2565/2491    0.010    0.000    0.055    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/typing/context.py:503(can_convert)
       42    0.000    0.000    0.055    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/typing/context.py:401(_load_builtins)
  438/391    0.002    0.000    0.054    0.000 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:703(cast)
        1    0.000    0.000    0.054    0.054 /usr/local/lib64/python3.8/site-packages/numba/core/base.py:1(<module>)
       11    0.000    0.000    0.053    0.005 /usr/local/lib64/python3.8/site-packages/numba/core/typeinfer.py:761(__call__)
       41    0.000    0.000    0.053    0.001 /usr/local/lib64/python3.8/site-packages/numba/core/entrypoints.py:10(init_all)
        4    0.000    0.000    0.053    0.013 /usr/local/lib64/python3.8/site-packages/numba/core/dispatcher.py:230(_compilation_chain_init_hook)
        1    0.001    0.001    0.053    0.053 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:653(<genexpr>)
    28367    0.037    0.000    0.053    0.000 {method 'add' of 'set' objects}
    14175    0.033    0.000    0.052    0.000 /usr/lib64/python3.8/sre_parse.py:254(get)
        1    0.001    0.001    0.052    0.052 /usr/local/lib64/python3.8/site-packages/numba/np/arraymath.py:1(<module>)
       11    0.000    0.000    0.052    0.005 /usr/local/lib64/python3.8/site-packages/numba/core/typing/context.py:319(resolve_setitem)
      128    0.001    0.000    0.052    0.000 /usr/lib/python3.8/site-packages/pkg_resources/__init__.py:2854(get_entry_map)
    36840    0.051    0.000    0.051    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
